id,join_key,value,category
7717,A,844,cat3
7718,A,460,cat2
7719,A,868,cat1
7720,D,126,cat3
7721,B,570,cat3
7722,A,38,cat2
7723,A,686,cat3
7724,E,575,cat2
7725,G,9,cat3
7726,A,493,cat3
7727,A,707,cat1
7728,A,373,cat1
7729,A,705,cat2
7730,B,380,cat3
7731,A,981,cat1
7732,A,340,cat3
7733,B,841,cat2
7734,C,517,cat2
7735,A,104,cat2
7736,A,628,cat2
7737,A,799,cat2
7738,A,100,cat2
7739,A,400,cat3
7740,A,206,cat2
7741,H,476,cat2
7742,E,662,cat2
7743,A,482,cat2
7744,B,414,cat2
7745,A,78,cat3
7746,B,73,cat3
7747,A,443,cat2
7748,A,749,cat2
7749,A,941,cat3
7750,A,509,cat2
7751,A,402,cat3
7752,A,78,cat1
7753,G,90,cat2
7754,A,314,cat1
7755,A,541,cat2
7756,A,73,cat3
7757,A,708,cat1
7758,A,67,cat3
7759,A,967,cat2
7760,A,637,cat3
7761,A,852,cat1
7762,A,545,cat1
7763,D,385,cat2
7764,A,877,cat2
7765,B,219,cat1
7766,A,88,cat2
7767,A,259,cat2
7768,C,435,cat3
7769,B,619,cat3
7770,A,419,cat1
7771,A,543,cat1
7772,A,603,cat3
7773,A,638,cat2
7774,A,544,cat2
7775,F,426,cat2
7776,C,573,cat1
7777,B,357,cat1
7778,C,502,cat2
7779,A,989,cat2
7780,A,231,cat1
7781,D,620,cat3
7782,A,852,cat2
7783,A,678,cat1
7784,A,285,cat2
7785,B,295,cat3
7786,A,262,cat1
7787,A,415,cat2
7788,C,446,cat3
7789,A,301,cat3
7790,A,351,cat1
7791,A,323,cat1
7792,B,792,cat1
7793,G,32,cat1
7794,B,354,cat3
7795,G,120,cat3
7796,A,285,cat3
7797,C,261,cat3
7798,A,33,cat1
7799,A,340,cat1
7800,A,391,cat2
7801,B,865,cat2
7802,A,896,cat2
7803,C,820,cat2
7804,A,555,cat2
7805,B,821,cat3
7806,E,254,cat2
7807,B,67,cat1
7808,C,503,cat1
7809,A,38,cat1
7810,B,722,cat3
7811,A,412,cat2
7812,A,574,cat3
7813,A,858,cat2
7814,B,817,cat3
7815,B,230,cat3
7816,B,652,cat2
7817,B,2,cat3
7818,A,68,cat1
7819,B,297,cat3
7820,A,821,cat3
7821,A,205,cat1
7822,A,566,cat2
7823,A,723,cat3
7824,A,648,cat2
7825,C,601,cat1
7826,A,930,cat2
7827,B,766,cat2
7828,C,156,cat3
7829,A,900,cat3
7830,A,791,cat3
7831,A,722,cat3
7832,B,248,cat2
7833,B,404,cat3
7834,A,108,cat2
7835,A,196,cat1
7836,A,411,cat3
7837,C,617,cat3
7838,B,799,cat2
7839,A,867,cat2
7840,B,956,cat2
7841,A,88,cat2
7842,C,127,cat1
7843,B,889,cat1
7844,A,358,cat3
7845,A,996,cat1
7846,C,927,cat1
7847,A,675,cat1
7848,B,635,cat1
7849,A,788,cat1
7850,A,64,cat3
7851,A,971,cat1
7852,B,471,cat1
7853,A,880,cat1
7854,D,765,cat2
7855,A,298,cat2
7856,A,532,cat3
7857,B,77,cat3
7858,A,366,cat1
7859,C,472,cat3
7860,B,478,cat2
7861,A,108,cat1
7862,A,335,cat2
7863,A,595,cat2
7864,A,940,cat3
7865,A,863,cat3
7866,A,744,cat1
7867,A,542,cat2
7868,A,732,cat1
7869,C,846,cat3
7870,A,486,cat3
7871,G,651,cat1
7872,A,216,cat2
7873,A,159,cat2
7874,A,559,cat3
7875,B,975,cat2
7876,B,457,cat1
7877,A,778,cat1
7878,C,945,cat2
7879,C,166,cat1
7880,A,764,cat3
7881,A,796,cat3
7882,A,530,cat3
7883,A,609,cat3
7884,A,855,cat3
7885,B,734,cat2
7886,B,424,cat3
7887,A,526,cat3
7888,C,818,cat3
7889,B,242,cat1
7890,F,414,cat3
7891,A,3,cat3
7892,A,90,cat3
7893,A,843,cat1
7894,C,350,cat1
7895,B,515,cat1
7896,A,771,cat3
7897,A,5,cat1
7898,A,946,cat2
7899,A,365,cat2
7900,A,956,cat1
7901,B,246,cat2
7902,A,427,cat3
7903,B,220,cat3
7904,A,433,cat2
7905,A,883,cat2
7906,A,357,cat1
7907,A,439,cat1
7908,A,924,cat2
7909,A,189,cat2
7910,A,649,cat3
7911,A,735,cat3
7912,A,593,cat1
7913,A,975,cat3
7914,A,677,cat2
7915,A,306,cat3
7916,A,891,cat1
7917,A,51,cat3
7918,A,325,cat1
7919,A,882,cat1
7920,A,134,cat1
7921,B,800,cat1
7922,C,512,cat2
7923,A,539,cat3
7924,A,369,cat2
7925,A,994,cat2
7926,B,601,cat1
7927,B,484,cat3
7928,A,564,cat3
7929,H,872,cat3
7930,A,41,cat2
7931,A,994,cat2
7932,B,434,cat1
7933,A,595,cat1
7934,A,110,cat1
7935,E,250,cat1
7936,A,930,cat3
7937,B,690,cat1
7938,F,880,cat3
7939,B,382,cat3
7940,A,271,cat1
7941,A,874,cat2
7942,A,922,cat2
7943,A,556,cat3
7944,B,805,cat1
7945,B,220,cat3
7946,E,133,cat2
7947,A,240,cat1
7948,A,676,cat1
7949,C,896,cat1
7950,B,883,cat2
7951,C,404,cat3
7952,B,934,cat3
7953,C,573,cat1
7954,A,938,cat1
7955,C,23,cat3
7956,A,468,cat3
7957,G,488,cat2
7958,A,447,cat1
7959,A,421,cat1
7960,A,859,cat2
7961,C,251,cat2
7962,B,696,cat3
7963,B,320,cat1
7964,A,574,cat2
7965,G,496,cat2
7966,A,62,cat1
7967,A,872,cat3
7968,C,655,cat3
7969,A,110,cat2
7970,G,322,cat3
7971,A,383,cat3
7972,A,567,cat3
7973,A,423,cat2
7974,H,143,cat2
7975,A,733,cat3
7976,F,72,cat2
7977,A,657,cat3
7978,C,831,cat3
7979,A,969,cat1
7980,A,46,cat2
7981,C,681,cat1
7982,A,250,cat3
7983,B,89,cat3
7984,B,64,cat3
7985,B,566,cat1
7986,B,140,cat2
7987,A,556,cat1
7988,C,189,cat1
7989,B,308,cat3
7990,B,480,cat2
7991,A,662,cat3
7992,C,903,cat1
7993,B,152,cat2
7994,C,499,cat1
7995,A,566,cat3
7996,A,863,cat1
7997,A,524,cat2
7998,B,829,cat3
7999,A,558,cat1
8000,A,203,cat2
8001,B,176,cat3
8002,A,694,cat2
8003,B,442,cat3
8004,A,911,cat1
8005,B,653,cat1
8006,B,176,cat3
8007,C,315,cat3
8008,G,961,cat2
8009,A,85,cat2
8010,A,245,cat3
8011,A,128,cat3
8012,C,498,cat3
8013,A,825,cat3
8014,A,8,cat2
8015,B,860,cat2
8016,A,588,cat1
8017,A,615,cat2
8018,A,215,cat2
8019,A,466,cat3
8020,A,427,cat3
8021,A,554,cat2
8022,H,695,cat3
8023,C,692,cat3
8024,A,422,cat3
8025,E,462,cat2
8026,B,37,cat3
8027,A,56,cat1
8028,A,3,cat1
8029,A,274,cat1
8030,B,198,cat2
8031,A,683,cat1
8032,B,787,cat3
8033,B,996,cat2
8034,A,426,cat2
8035,B,803,cat2
8036,A,8,cat3
8037,B,641,cat2
8038,C,102,cat1
8039,A,859,cat3
8040,C,58,cat3
8041,A,577,cat2
8042,A,739,cat2
8043,A,990,cat3
8044,C,226,cat2
8045,A,597,cat2
8046,F,485,cat1
8047,F,115,cat2
8048,A,921,cat2
8049,A,482,cat2
8050,E,57,cat2
8051,A,414,cat1
8052,A,51,cat3
8053,A,712,cat2
8054,A,739,cat1
8055,A,91,cat3
8056,A,423,cat3
8057,A,932,cat1
8058,B,40,cat3
8059,B,685,cat2
8060,C,264,cat3
8061,C,782,cat3
8062,B,290,cat2
8063,C,825,cat3
8064,C,196,cat1
8065,A,283,cat3
8066,B,644,cat2
8067,E,228,cat3
8068,A,519,cat1
8069,B,162,cat3
8070,F,580,cat3
8071,A,936,cat3
8072,A,7,cat3
8073,B,207,cat3
8074,B,924,cat1
8075,A,257,cat1
8076,A,912,cat2
8077,A,126,cat3
8078,A,87,cat3
8079,A,919,cat1
8080,A,702,cat3
8081,A,823,cat1
8082,A,419,cat3
8083,A,440,cat3
8084,A,636,cat2
8085,A,911,cat2
8086,E,649,cat3
8087,F,691,cat2
8088,A,849,cat2
8089,D,268,cat3
8090,A,305,cat1
8091,A,744,cat2
8092,A,561,cat3
8093,B,344,cat3
8094,A,788,cat3
8095,B,443,cat2
8096,A,461,cat2
8097,A,240,cat3
8098,A,794,cat1
8099,C,908,cat2
8100,A,916,cat3
8101,A,76,cat1
8102,A,75,cat1
8103,A,39,cat1
8104,A,457,cat3
8105,A,623,cat3
8106,A,108,cat1
8107,B,469,cat1
8108,A,807,cat3
8109,D,412,cat2
8110,B,123,cat3
8111,B,951,cat1
8112,A,416,cat2
8113,C,766,cat2
8114,A,490,cat3
8115,D,946,cat1
8116,A,32,cat2
8117,A,601,cat3
8118,B,876,cat1
8119,A,211,cat2
8120,A,103,cat2
8121,A,453,cat1
8122,C,508,cat3
8123,A,296,cat1
8124,B,220,cat1
8125,A,962,cat2
8126,B,865,cat3
8127,C,854,cat2
8128,C,784,cat3
8129,A,506,cat3
8130,A,107,cat2
8131,A,395,cat2
8132,C,992,cat3
8133,B,867,cat3
8134,A,154,cat3
8135,C,286,cat1
8136,A,49,cat2
8137,A,39,cat2
8138,A,120,cat2
8139,A,342,cat3
8140,B,996,cat1
8141,A,89,cat3
8142,B,195,cat2
8143,C,297,cat2
8144,A,16,cat1
8145,A,898,cat1
8146,A,210,cat3
8147,B,257,cat1
8148,A,283,cat3
8149,A,162,cat1
8150,A,44,cat1
8151,B,754,cat2
8152,A,942,cat1
8153,B,751,cat2
8154,A,108,cat1
8155,B,681,cat2
8156,B,94,cat1
8157,A,859,cat3
8158,A,152,cat1
8159,A,5,cat2
8160,A,16,cat2
8161,B,281,cat3
8162,A,396,cat2
8163,H,87,cat3
8164,A,120,cat1
8165,A,390,cat1
8166,A,359,cat3
8167,A,815,cat3
8168,B,908,cat3
8169,A,889,cat1
8170,A,844,cat3
8171,A,90,cat2
8172,A,476,cat2
8173,A,152,cat2
8174,D,912,cat3
8175,C,592,cat1
8176,A,545,cat2
8177,B,122,cat1
8178,G,873,cat2
8179,A,446,cat3
8180,D,363,cat1
8181,F,424,cat2
8182,A,237,cat1
8183,A,243,cat1
8184,A,889,cat2
8185,A,836,cat2
8186,B,331,cat2
8187,A,522,cat1
8188,A,422,cat3
8189,A,142,cat3
8190,A,559,cat3
8191,A,686,cat3
8192,D,113,cat3
8193,D,333,cat1
8194,A,237,cat3
8195,A,211,cat3
8196,A,418,cat1
8197,F,827,cat2
8198,A,462,cat2
8199,B,740,cat2
8200,B,646,cat1
8201,A,657,cat3
8202,A,927,cat2
8203,A,660,cat2
8204,A,511,cat1
8205,C,822,cat2
8206,A,183,cat3
8207,B,597,cat2
8208,A,902,cat2
8209,C,881,cat2
8210,A,600,cat1
8211,A,889,cat1
8212,A,809,cat1
8213,E,908,cat1
8214,A,987,cat3
8215,A,918,cat1
8216,A,233,cat1
8217,A,720,cat1
8218,D,565,cat2
8219,B,898,cat2
8220,B,931,cat2
8221,E,295,cat3
8222,A,367,cat1
8223,B,101,cat2
8224,A,876,cat3
8225,B,985,cat1
8226,B,250,cat3
8227,A,740,cat3
8228,A,806,cat1
8229,B,83,cat1
8230,D,282,cat1
8231,C,395,cat3
8232,A,699,cat2
8233,C,582,cat2
8234,A,63,cat3
8235,B,830,cat1
8236,H,968,cat2
8237,A,879,cat3
8238,A,845,cat1
8239,A,304,cat3
8240,A,62,cat3
8241,C,894,cat3
8242,A,559,cat3
8243,C,130,cat3
8244,A,419,cat3
8245,A,595,cat2
8246,B,353,cat3
8247,D,493,cat2
8248,B,360,cat3
8249,A,114,cat2
8250,A,628,cat3
8251,B,848,cat3
8252,B,239,cat3
8253,A,63,cat3
8254,A,85,cat3
8255,H,630,cat3
8256,A,212,cat1
8257,A,532,cat3
8258,A,479,cat1
8259,A,631,cat3
8260,B,268,cat1
8261,A,206,cat3
8262,G,845,cat3
8263,A,323,cat2
8264,A,138,cat1
8265,A,859,cat3
8266,A,775,cat2
8267,C,547,cat3
8268,G,213,cat1
8269,A,472,cat1
8270,A,636,cat3
8271,A,810,cat2
8272,B,798,cat3
8273,B,990,cat2
8274,A,66,cat1
8275,F,355,cat1
8276,B,674,cat2
8277,G,612,cat1
8278,B,815,cat2
8279,C,671,cat3
8280,A,506,cat1
8281,C,36,cat1
8282,A,887,cat3
8283,A,844,cat3
8284,B,163,cat2
8285,A,327,cat3
8286,A,926,cat3
8287,A,178,cat2
8288,C,28,cat1
8289,B,96,cat3
8290,A,2,cat2
8291,B,93,cat3
8292,C,508,cat3
8293,C,837,cat3
8294,G,639,cat1
8295,F,416,cat1
8296,B,684,cat2
8297,A,284,cat1
8298,D,728,cat1
8299,A,296,cat2
8300,A,61,cat3
8301,A,750,cat3
8302,A,469,cat1
8303,A,48,cat1
8304,A,34,cat1
8305,A,971,cat3
8306,A,912,cat1
8307,A,370,cat3
8308,C,349,cat3
8309,B,851,cat3
8310,E,451,cat3
8311,A,439,cat2
8312,G,199,cat3
8313,B,674,cat1
8314,C,219,cat2
8315,C,611,cat1
8316,A,683,cat3
8317,A,214,cat2
8318,A,978,cat1
8319,C,159,cat3
8320,C,508,cat1
8321,A,648,cat1
8322,C,809,cat2
8323,A,669,cat3
8324,A,259,cat3
8325,E,419,cat2
8326,E,425,cat1
8327,A,219,cat2
8328,A,740,cat3
8329,E,538,cat2
8330,A,20,cat2
8331,A,516,cat3
8332,A,430,cat3
8333,B,339,cat1
8334,C,815,cat1
8335,A,9,cat2
8336,A,2,cat2
8337,G,118,cat1
8338,C,262,cat1
8339,A,264,cat1
8340,B,90,cat2
8341,D,347,cat3
8342,A,208,cat3
8343,A,525,cat1
8344,C,682,cat3
8345,B,323,cat3
8346,A,679,cat3
8347,B,148,cat3
8348,B,458,cat1
8349,A,404,cat2
8350,A,484,cat3
8351,B,554,cat1
8352,A,714,cat3
8353,A,878,cat3
8354,A,163,cat1
8355,A,899,cat1
8356,A,991,cat2
8357,A,327,cat3
8358,A,601,cat2
8359,C,377,cat2
8360,A,30,cat2
8361,B,858,cat1
8362,C,407,cat1
8363,C,426,cat3
8364,C,849,cat3
8365,A,397,cat2
8366,A,129,cat3
8367,C,598,cat3
8368,C,154,cat1
8369,A,122,cat3
8370,B,581,cat1
8371,A,258,cat3
8372,E,6,cat3
8373,A,568,cat2
8374,A,76,cat3
8375,A,922,cat2
8376,B,721,cat3
8377,B,812,cat3
8378,A,617,cat2
8379,A,670,cat3
8380,B,649,cat3
8381,A,191,cat1
8382,B,758,cat1
8383,A,402,cat2
8384,A,560,cat3
8385,A,668,cat2
8386,A,906,cat1
8387,B,197,cat1
8388,A,416,cat2
8389,B,616,cat1
8390,C,99,cat2
8391,A,258,cat1
8392,E,717,cat3
8393,A,684,cat2
8394,A,657,cat3
8395,C,508,cat3
8396,F,36,cat3
8397,B,575,cat2
8398,A,384,cat2
8399,B,387,cat2
8400,B,367,cat2
8401,F,149,cat3
8402,A,625,cat1
8403,A,979,cat2
8404,H,806,cat2
8405,B,744,cat1
8406,A,618,cat1
8407,A,7,cat3
8408,A,104,cat1
8409,A,155,cat1
8410,A,264,cat2
8411,B,922,cat2
8412,A,420,cat2
8413,A,956,cat1
8414,A,995,cat3
8415,A,100,cat1
8416,A,82,cat1
8417,A,149,cat3
8418,A,404,cat1
8419,C,462,cat3
8420,B,577,cat1
8421,C,150,cat2
8422,A,381,cat1
8423,C,294,cat2
8424,A,850,cat3
8425,A,885,cat1
8426,A,765,cat1
8427,A,495,cat1
8428,A,717,cat1
8429,C,697,cat3
8430,C,295,cat2
8431,C,34,cat3
8432,C,231,cat3
8433,A,211,cat2
8434,A,10,cat1
8435,E,169,cat1
8436,B,387,cat2
8437,A,644,cat3
8438,A,531,cat3
8439,A,213,cat3
8440,C,140,cat3
8441,C,574,cat2
8442,A,248,cat1
8443,A,251,cat1
8444,C,371,cat1
8445,A,404,cat2
8446,C,971,cat1
8447,A,403,cat2
8448,A,980,cat1
8449,D,891,cat2
8450,A,559,cat3
8451,A,233,cat1
8452,A,555,cat3
8453,B,489,cat2
8454,B,621,cat1
8455,A,812,cat1
8456,B,669,cat1
8457,A,374,cat1
8458,A,959,cat2
8459,A,136,cat3
8460,B,400,cat3
8461,B,49,cat2
8462,B,431,cat2
8463,B,973,cat1
8464,H,57,cat2
8465,B,849,cat3
8466,A,21,cat2
8467,A,738,cat1
8468,A,769,cat3
8469,B,175,cat2
8470,A,523,cat3
8471,C,286,cat3
8472,A,111,cat3
8473,A,313,cat3
8474,A,819,cat3
8475,A,231,cat3
8476,A,527,cat1
8477,B,221,cat3
8478,B,645,cat1
8479,A,153,cat1
8480,A,407,cat3
8481,A,561,cat1
8482,B,351,cat2
8483,A,961,cat2
8484,A,750,cat2
8485,B,787,cat2
8486,A,471,cat3
8487,E,683,cat1
8488,A,86,cat1
8489,A,345,cat3
8490,A,258,cat2
8491,A,330,cat3
8492,B,53,cat2
8493,A,81,cat1
8494,A,540,cat2
8495,A,959,cat1
8496,C,216,cat3
8497,A,846,cat3
8498,A,350,cat3
8499,C,509,cat3
8500,B,950,cat2
8501,A,92,cat3
8502,B,36,cat2
8503,A,768,cat2
8504,A,220,cat1
8505,A,170,cat2
8506,A,949,cat3
8507,A,861,cat2
8508,C,188,cat2
8509,A,709,cat1
8510,G,937,cat3
8511,A,766,cat2
8512,A,775,cat1
8513,A,369,cat2
8514,B,512,cat2
8515,A,77,cat3
8516,A,804,cat3
8517,A,615,cat2
8518,A,292,cat2
8519,A,922,cat3
8520,B,931,cat2
8521,A,625,cat1
8522,B,30,cat1
8523,A,192,cat2
8524,B,118,cat2
8525,A,971,cat2
8526,B,384,cat1
8527,A,899,cat3
8528,A,675,cat3
8529,B,444,cat3
8530,C,583,cat3
8531,F,157,cat2
8532,A,431,cat3
8533,B,527,cat2
8534,C,541,cat2
8535,B,683,cat1
8536,A,472,cat3
8537,B,367,cat2
8538,A,256,cat3
8539,B,184,cat2
8540,A,22,cat1
8541,A,624,cat3
8542,A,649,cat3
8543,A,557,cat2
8544,A,424,cat1
8545,A,562,cat3
8546,A,564,cat2
8547,A,844,cat1
8548,A,366,cat3
8549,B,255,cat3
8550,A,578,cat3
8551,C,72,cat1
8552,B,505,cat3
8553,C,630,cat3
8554,A,38,cat2
8555,A,522,cat3
8556,A,677,cat3
8557,A,153,cat2
8558,C,318,cat3
8559,F,990,cat3
8560,B,274,cat1
8561,C,660,cat1
8562,B,409,cat3
8563,A,658,cat2
8564,C,526,cat3
8565,C,346,cat2
8566,A,945,cat3
8567,A,331,cat1
8568,H,699,cat2
8569,B,788,cat1
8570,C,974,cat2
8571,A,185,cat2
8572,A,976,cat2
8573,A,606,cat1
8574,A,276,cat2
8575,A,278,cat2
8576,G,998,cat3
8577,A,180,cat3
8578,A,277,cat3
8579,C,151,cat1
8580,A,360,cat2
8581,A,37,cat2
8582,C,184,cat1
8583,A,808,cat3
8584,A,869,cat2
8585,A,663,cat1
8586,C,981,cat2
8587,B,208,cat3
8588,A,200,cat1
8589,A,125,cat3
8590,A,770,cat1
8591,A,50,cat3
8592,B,867,cat2
8593,F,942,cat1
8594,A,765,cat3
8595,A,328,cat2
8596,B,251,cat3
8597,A,714,cat2
8598,A,827,cat3
8599,F,843,cat3
8600,A,646,cat2
8601,B,71,cat3
8602,A,948,cat2
8603,A,95,cat2
8604,A,639,cat2
8605,A,160,cat3
8606,A,941,cat2
8607,A,609,cat2
8608,A,643,cat2
8609,C,198,cat1
8610,A,984,cat2
8611,A,379,cat3
8612,A,763,cat1
8613,A,20,cat3
8614,A,408,cat3
8615,C,262,cat2
8616,H,461,cat2
8617,A,254,cat2
8618,A,766,cat1
8619,C,548,cat3
8620,A,339,cat3
8621,A,693,cat1
8622,B,838,cat1
8623,A,579,cat1
8624,A,547,cat2
8625,A,179,cat3
8626,C,658,cat2
8627,B,40,cat3
8628,F,84,cat1
8629,E,424,cat3
8630,A,650,cat1
8631,A,563,cat2
8632,A,192,cat2
8633,A,152,cat2
8634,B,691,cat1
8635,A,891,cat1
8636,B,221,cat3
8637,C,638,cat1
8638,A,568,cat3
8639,B,490,cat1
8640,A,219,cat3
8641,A,263,cat3
8642,A,997,cat2
8643,C,304,cat1
8644,A,155,cat3
8645,C,908,cat2
8646,A,874,cat3
8647,A,779,cat2
8648,A,932,cat3
8649,B,834,cat3
8650,F,425,cat2
8651,B,88,cat1
8652,A,23,cat1
8653,B,518,cat2
8654,A,678,cat1
8655,A,755,cat2
8656,A,386,cat3
8657,C,516,cat1
8658,A,739,cat1
8659,A,820,cat1
8660,A,704,cat1
8661,A,903,cat2
8662,C,358,cat2
8663,A,205,cat1
8664,A,891,cat2
8665,A,859,cat2
8666,B,260,cat3
8667,A,146,cat1
8668,A,246,cat1
8669,A,725,cat3
8670,A,284,cat1
8671,C,944,cat1
8672,A,834,cat2
8673,A,759,cat2
8674,A,33,cat2
8675,A,189,cat3
8676,A,680,cat1
8677,A,933,cat1
8678,A,910,cat1
8679,A,760,cat2
8680,B,645,cat3
8681,C,408,cat2
8682,C,625,cat1
8683,A,79,cat1
8684,B,297,cat1
8685,B,478,cat3
8686,E,39,cat1
8687,B,594,cat1
8688,B,762,cat2
8689,G,817,cat2
8690,C,931,cat2
8691,D,22,cat3
8692,A,178,cat2
8693,A,826,cat2
8694,A,312,cat2
8695,B,828,cat2
8696,A,452,cat2
8697,C,882,cat3
8698,B,322,cat2
8699,A,536,cat1
8700,B,237,cat3
8701,A,656,cat3
8702,A,288,cat3
8703,A,497,cat1
8704,A,2,cat3
8705,B,923,cat2
8706,C,492,cat2
8707,A,801,cat1
8708,A,718,cat1
8709,A,691,cat1
8710,C,345,cat3
8711,C,693,cat3
8712,C,833,cat1
8713,A,912,cat2
8714,C,538,cat2
8715,A,563,cat1
8716,A,612,cat2
8717,A,72,cat2
8718,G,549,cat2
8719,A,32,cat1
8720,B,803,cat1
8721,B,680,cat1
8722,C,901,cat3
8723,G,228,cat3
8724,B,252,cat2
8725,A,512,cat2
8726,A,877,cat2
8727,C,529,cat2
8728,A,52,cat1
8729,A,481,cat2
8730,G,694,cat3
8731,A,820,cat3
8732,A,304,cat1
8733,F,674,cat1
8734,C,678,cat1
8735,A,100,cat2
8736,B,667,cat3
8737,A,870,cat1
8738,A,87,cat3
8739,A,887,cat1
8740,A,163,cat3
8741,A,196,cat1
8742,B,520,cat2
8743,A,133,cat2
8744,A,932,cat2
8745,A,714,cat2
8746,B,727,cat3
8747,A,166,cat2
8748,A,768,cat3
8749,A,862,cat2
8750,C,31,cat2
8751,A,909,cat2
8752,C,425,cat2
8753,A,15,cat3
8754,A,406,cat1
8755,A,882,cat2
8756,A,835,cat2
8757,A,542,cat2
8758,C,795,cat1
8759,A,564,cat3
8760,B,923,cat1
8761,A,66,cat1
8762,A,858,cat2
8763,B,470,cat1
8764,G,39,cat2
8765,B,983,cat1
8766,A,27,cat3
8767,A,763,cat2
8768,A,857,cat2
8769,A,922,cat2
8770,B,409,cat3
8771,B,80,cat1
8772,B,338,cat1
8773,C,917,cat3
8774,B,537,cat3
8775,A,695,cat2
8776,A,539,cat2
8777,B,20,cat2
8778,A,849,cat1
8779,A,559,cat3
8780,A,880,cat2
8781,D,975,cat3
8782,A,154,cat2
8783,A,328,cat1
8784,C,522,cat1
8785,C,11,cat3
8786,A,625,cat3
8787,A,496,cat2
8788,A,986,cat2
8789,C,601,cat2
8790,A,619,cat3
8791,F,906,cat1
8792,H,414,cat1
8793,A,995,cat1
8794,A,745,cat3
8795,A,922,cat2
8796,A,54,cat2
8797,B,715,cat2
8798,A,472,cat1
8799,E,921,cat2
8800,E,9,cat1
8801,A,550,cat2
8802,C,66,cat1
8803,C,295,cat2
8804,H,322,cat1
8805,B,668,cat1
8806,A,224,cat3
8807,A,728,cat3
8808,C,306,cat1
8809,A,767,cat3
8810,C,856,cat1
8811,A,761,cat1
8812,A,623,cat3
8813,C,558,cat3
8814,G,731,cat2
8815,A,321,cat3
8816,A,517,cat3
8817,A,526,cat1
8818,B,819,cat3
8819,A,791,cat1
8820,A,855,cat2
8821,A,707,cat3
8822,C,446,cat1
8823,A,964,cat2
8824,A,772,cat3
8825,D,638,cat1
8826,F,303,cat2
8827,C,101,cat3
8828,A,433,cat1
8829,A,545,cat3
8830,A,591,cat2
8831,A,445,cat3
8832,A,898,cat2
8833,A,585,cat3
8834,A,291,cat2
8835,A,185,cat1
8836,A,698,cat1
8837,A,908,cat3
8838,B,763,cat3
8839,A,814,cat1
8840,A,210,cat1
8841,E,571,cat3
8842,C,568,cat2
8843,A,920,cat3
8844,A,417,cat2
8845,H,662,cat1
8846,B,846,cat1
8847,A,744,cat2
8848,A,769,cat3
8849,B,492,cat1
8850,B,688,cat3
8851,A,169,cat2
8852,A,987,cat3
8853,A,983,cat1
8854,A,182,cat1
8855,A,703,cat1
8856,A,972,cat2
8857,A,13,cat2
8858,A,282,cat1
8859,A,198,cat3
8860,A,333,cat3
8861,A,981,cat1
8862,A,828,cat3
8863,B,42,cat2
8864,A,845,cat2
8865,B,191,cat3
8866,A,653,cat3
8867,C,160,cat1
8868,A,170,cat2
8869,C,822,cat3
8870,A,946,cat2
8871,B,211,cat3
8872,B,828,cat3
8873,A,655,cat3
8874,B,61,cat2
8875,B,731,cat3
8876,A,15,cat3
8877,B,242,cat1
8878,C,269,cat2
8879,B,896,cat2
8880,A,332,cat3
8881,A,556,cat1
8882,B,58,cat2
8883,C,786,cat2
8884,B,641,cat3
8885,A,316,cat3
8886,A,592,cat2
8887,B,862,cat3
8888,A,29,cat3
8889,A,635,cat3
8890,A,114,cat2
8891,A,523,cat2
8892,C,910,cat3
8893,C,628,cat2
8894,A,689,cat1
8895,C,113,cat1
8896,A,729,cat1
8897,A,556,cat1
8898,C,467,cat2
8899,A,807,cat1
8900,A,896,cat3
8901,B,948,cat3
8902,B,959,cat1
8903,B,74,cat3
8904,H,81,cat1
8905,B,501,cat1
8906,B,144,cat3
8907,A,640,cat1
8908,G,605,cat1
8909,A,486,cat3
8910,B,772,cat1
8911,A,931,cat2
8912,A,413,cat2
8913,B,372,cat3
8914,A,125,cat1
8915,B,325,cat2
8916,A,67,cat3
8917,A,149,cat2
8918,B,800,cat1
8919,C,746,cat3
8920,A,885,cat2
8921,A,887,cat3
8922,B,186,cat2
8923,A,980,cat3
8924,E,255,cat2
8925,H,62,cat3
8926,A,124,cat3
8927,D,823,cat1
8928,A,741,cat1
8929,D,59,cat3
8930,A,624,cat2
8931,A,970,cat2
8932,A,123,cat2
8933,A,340,cat1
8934,A,346,cat1
8935,A,899,cat2
8936,A,603,cat3
8937,A,409,cat2
8938,A,88,cat1
8939,C,911,cat1
8940,A,323,cat3
8941,C,868,cat1
8942,B,397,cat1
8943,C,924,cat2
8944,B,400,cat1
8945,D,360,cat1
8946,B,709,cat3
8947,C,247,cat3
8948,A,217,cat2
8949,A,818,cat1
8950,A,438,cat3
8951,A,754,cat3
8952,A,626,cat2
8953,A,510,cat2
8954,A,688,cat3
8955,B,196,cat1
8956,C,542,cat2
8957,B,137,cat1
8958,B,719,cat1
8959,A,959,cat2
8960,B,569,cat3
8961,B,632,cat1
8962,C,475,cat2
8963,A,317,cat1
8964,A,497,cat1
8965,B,600,cat1
8966,D,41,cat3
8967,A,505,cat2
8968,C,648,cat1
8969,A,764,cat1
8970,D,615,cat1
8971,B,396,cat2
8972,A,22,cat1
8973,E,994,cat2
8974,A,593,cat3
8975,A,473,cat2
8976,A,527,cat1
8977,C,848,cat2
8978,B,469,cat2
8979,A,262,cat2
8980,A,904,cat1
8981,A,481,cat2
8982,A,782,cat1
8983,C,443,cat3
8984,C,816,cat2
8985,A,504,cat1
8986,A,258,cat1
8987,A,630,cat3
